Other Skills,ID
Clustering,507
Regression Models,507
Classification,507
Neural Networks,507
Deep Learning,507
Multivariate Statistics,507
Spark SQL,507
Time Series Analysis,507
Amazon EC2,507
Amazon VPC,507
Chef,508
Amazon Redshift,508
Airflow,508
Apache Spark,509
Deep Learning,509
Natural Language Processing (NLP),509
Hive,510
Apache Kafka,510
Sqoop,510
Cloudera Impala,510
Impala,510
Data Science,511
Predictive Modeling,511
Predictive Analytics,512
Classification,512
Regression Models,512
Internet of Things,512
apache storm,512
Hive,512
Apache kafka,512
Apache Pig,512
Cassandra,512
Logical Data Modeling,512
Vertica,512
Data Science,512
Apache Spark,512
Neural Networks,512
Oracle Discoverer,513
Oracle Financials,513
Oracle General Ledger,513
Process Improvement,513
Functional Design,513
Order to Cash,513
Project Accounting,513
OBIEE,513
Procure-to-Pay,513
BI Publisher,513
Data Pipelines,513
Inventory,513
Oracle R12 Financials,513
8051 Microcontroller,514
CLO,514
Amazon Redshift,514
Data Engineering,514
Apache Spark,514
Data Processing,514
sprint,514
spark,514
Process Improvement,515
Big Data Analytics,515
Hadoop Technologies,515
Apache Pig,516
Hive,516
Apache Spark,516
RDBMS,516
Google App Engine,516
Software Design Patterns,516
Amazon EC2,516
,517
Database Development,518
Diagramming,518
,519
Process Improvement,520
Architect,520
OLAP,520
Message Queue,520
Kernel-based Virtual Machine (KVM),520
RHEL,520
Team,521
Goal Oriented,521
Prolog,521
Amazon EC2,521
Amazon EBS,521
Enterprise Data Modeling,521
Sillenium,521
Apache Spark,522
Hive,522
Apache Pig,522
Sqoop,522
Social Networking,523
Morningstar,524
Sentiment Analysis,524
Data as a Service,524
Amazon Dynamodb,524
Amazon EC2,524
Web Scraping,525
Scientific Computing,526
Computational Biology,526
Applied Mathematics,526
Linear Algebra,526
Control Theory,526
High Performance Computing,526
Pattern Recognition,526
Differential Equations,526
Systems Biology,526
Parallel Computing,526
CORBA,526
Dynamical Systems,526
Neural Networks,526
Power Engineering,526
Natural Language Processing,526
Device Physics,526
simscape,526
Sqoop,527
Predictive Analytics,527
Apache Spark,527
Selenium WebDriver,527
TestNG,527
Bugzilla,527
Smarty,528
Firebug,528
HAML,528
RSpec,528
firephp,528
CSS3,528
Cucumber,528
Capistrano,528
CakePHP,528
Shopify,528
Liquid,528
A/B Testing,529
Neural Networks,530
A/B Testing,530
Hypothesis Testing,530
Deep Learning,530
Natural Language Processing (NLP),530
Apache Spark,530
Fraud Detection,530
Kubernetes,530
Kubeflow,530
Pattern Recognition,531
Deep Learning,531
NumPy,531
Logistic Regression,531
Weka,531
Sprints,531
Hive,531
C/C++ STL,532
Multi-threaded Development,532
POSIX,532
Apache Spark,532
Akka,532
Apache Kafka,532
RabbitMQ,532
Apache Storm,532
Cassandra,532
MicroStrategy Reporting,533
OBIEE,533
Spotfire,533
Netezza,533
Billing Systems,533
YellowFin,533
TeamConnet,533
Documentum,533
Hummingbird DM,533
Metrics,534
Database Development,534
Deep Learning,535
Spark,535
Statistical Programming,535
Time Series Analysis,535
Monte Carlo Simulation,535
Teradata,536
Data Warehouse Architecture,536
Datastage,536
Data Quality,536
Erwin,536
Data Architecture,536
Dimensional Modeling,536
Ab Initio,536
Metadata Management,536
Data Profiling,536
ER/Studio,536
Amazon Redshift,536
MariaDB,536
Apache Kafka,536
Apache Spark,537
Scikit-Learn,537
Unix Shell Scripting,537
GraphLab,537
NLTK,537
Apache Hive,537
Amazon EC2,537
OLAP,537
Teradata,537
Data Engineering,537
Kubernetes,537
Teradata,538
Autosys,538
Data Warehouse Architecture,538
Corda,538
Amazon Redshift,538
Healthcare Analytics,538
Apache Spark,538
Technical Consultation,538
Digital Marketing Experience,538
MACRA,538
MIPS,538
Unix Shell Scripting,538
Oracle 12,538
敏捷方法,539
云?算,539
?件??,539
Apache Kafka,539
Apache Spark,539
DevOps,539
Apache ZooKeeper,539
Shell,539
Packer,539
AMI,539
Hive,540
Teradata,540
Cassandra,540
Titan Graph Database,540
Unix Shell Scripting,540
ElasticSearch,540
Apache Kafka,540
Redis,540
Presto,540
Linear Programming,541
MPL,541
Relational Data Modeling,541
PMP (Project Management Professional) Certified,541
Certified Quality Engineer (CQE),541
Big Data Analytics,541
Data Wrangling,541
SQL Azure,541
Unix Shell Scripting,542
BizTalk,543
Apache Spark,543
Web Scraping,543
Data Analytics,543
Business Statistics,543
Natural Language Processing (NLP),543
Communication skills,543
Data Science,544
Apache Spark,544
Deep Learning,544
Natural Language Processing,544
Artificial Neural Networks,544
FinTech,544
Data Analytics,544
Policy,544
Technology Policy,544
deep learning,544
Convolutional Neural Networks (CNN),544
Teradata,545
Apache Spark,545
JMP,546
Omniture,546
Unica,546
Teradata SQL,546
Hive,546
Apache Pig,546
Apache Spark,546
NumPy,546
ml flow,546
Oracle Toad SQL,547
MicroStrategy,547
SharePoint Designer,547
Software Testing Life Cycle,547
Networking,547
Process Improvement,547
Microsoft BI Suite,547
Advanced Java (OOPS),547
Epic EHR,547
Project Libre,547
Customer Service and Leadership,547
InfoEd,547
Apache Spark,548
Probability,548
Data Science,548
Spark,549
Deep Learning,549
Time Series Analysis,549
Bayesian inference,549
Taekwondo,549
non-parametric statistics,549
Text Mining,549
Randomization,549
ProPresenter,549
Compassion,549
Empathy,549
Hive,550
Apache Kafka,550
Time Series Analysis,551
Spark,551
Survival Analysis,551
Experimental Design,551
Bayesian statistics,551
Longitudinal analysis,551
Multivariate Analysis,551
SVM,551
Clustering methods,551
Predictive Modeling,551
Apache Spark,551
Natural Language Processing,551
Deep Learning,551
Artificial Neural Networks,551
Hive,552
Apache Pig,552
Falcon,552
Amazon EC2,552
Unix Shell Scripting,552
Sqoop,552
Apache Kafka,552
ActiveMQ,552
Solr,552
Apache Storm,552
Cassandra,552
luigi,552
Teradata SQL,553
Data Stage,553
MS Excel Pivot Tables,553
Exploratory Data Analysis,553
Predictive Modeling,553
Cluster Analysis,553
Regression Analysis,553
Time Series Analysis,553
customer churn analysis,553
SSAS,554
SharePoint Server,554
Clustering,554
Replication,554
Oracle RAC,554
Windows 2012 R2,554
Server Consolidation,554
SharePoint 2007-2010,554
BizTalk,554
Performance Engineering,554
VLDB,554
RMAN,554
Windows Internals,554
Windows Debugging,554
Application Architecture,554
Backup Solutions,554
Ms Exchange 2007-2010,554
Load Balancing,554
Database Standardization,554
Cassandra,554
SAS E-Miner,555
Secure Shell (SSH),555
Back-End Web Development,555
Apache Spark,555
Hive,555
Big Data Analytics,555
Kubernetes,555
Amazon EC2,555
Amazon Redshift,555
Deep Learning,556
Data Analytics,556
Spark,556
Greenplum,556
iBatis,556
Agile Application Development,556
Drools,556
DBUnit,556
Rule Engine,556
Scikit-Learn,556
Matplotlib,556
Kylo,556
Kafka,556
NumPy,556
Confluence,556
Livy,556
?子表格,557
商?,557
Teradata,558
Stored Procedures,558
dataware housing,558
,559
Large scale distributed and parallel system,560
Distributed pricing infrastructure,560
Financial risk management system,560
Amazon Redshift,561
Functional Programming,561
Data Analytics,562
Data Science,562
Big Data Analytics,562
Natural Language Processing (NLP),562
Deep Learning,562
Kubernetes,562
Serverless Computing,562
Statistical Modeling in R,563
Marketing Research,563
Teradata,564
Big Data Analytics,564
"Hadoop,HDFS,Hive,pig,Hbase,Sqoop,Oozie,Spark,Scala,Python",564
Application Development,565
TypeScript,565
Digital Image Processing,565
Natural Language Processing,565
Adobe Analytics,565
Marketing Analytics,565
Database Development,565
MVC Architecture,566
WAMP,566
Golang,567
IP PBX,568
Turbo Pascal,568
Nuclear Engineering,568
SIP Trunking,568
Process Improvement,569
Networking,569
Functional Requirements,569
Amazon EC2,570
Amazon Redshift,570
Amazon Dynamodb,570
Apache Spark,570
Airflow,570
Apache Kafka,570
Unsupervised Learning,570
Data Engineering,570
Adobe Spark,570
Artificial Neural Networks,570
Hive,570
Redis,570
Logistic Regression,570
Neural Networks,570
PowerCenter,571
Data Engineering,571
DQC,571
Apache Pig,572
Apache Spark,572
Teradata,573
Unix Shell Scripting,573
Business Intelligence Tools,574
SSAS 2008,574
Pentaho,574
penta,574
Technical Data Analysis,574
Amazon Redshift,574
Teradata,575
Hive,575
Teradata Data Warehouse,575
SQL Tuning,575
DBMS,575
SQL*Plus,575
Apache Pig,575
Spark,575
Yarn,575
SOQL,575
Oracle PL/SQL Development,575
ORDBMS,575
Unix Shell Scripting,575
Informatica Master data management,575
concept of Data Lake,575
Informatica AddressDoctor,575
Front End Developers,576
Unix Shell Scripting,576
CSS Javascript,576
Apache Spark,576
Apache Pig,577
Hive,577
Apache Kafka,577
Deep Learning,578
SQL Tuning,578
Data Warehouse Architecture,578
Apache Spark,578
Data Science,578
Data Engineering,578
Hive,579
Teradata,579
Erwin,579
Vertica,579
Apache Pig,579
Data Marts,579
SQL Tuning,579
Toad,579
SQL*Plus,579
SQL Loader,579
Data Warehouse Architecture,579
Sqoop,579
Presto,579
Unix Shell Scripting,579
Documentum,580
Alfresco,580
Jasper Reports,580
J2EE Application Development,580
Apache Spark,581
Spark,582
Lucene,582
Solr,582
Akka,582
Swing,583
Memcached,583
Redis,583
Apache Storm,583
Guice,583
Apache Spark,583
Apache Kafka,583
ElasticSearch,583
Apache Kafka,584
Apache Spark,584
Adobe Photoshop Elements,584
Omniture,585
Predictive Modeling,585
Boolean Logic,585
Query Optimization,585
Predictive Analytics,585
Query Writing,585
Regression Models,585
Frequency Analysis,585
Boolean Searching,585
Mathematical Programming,585
Business Intelligence Tools,586
OBIEE,586
Teradata,586
Web Intelligence,586
MicroStrategy Reporting,586
Metadata Management,586
Hive,586
Apache Spark,586
SAP Dashboards,586
Sqoop,586
Quantitative Finance,587
Data Wrangling,588
NumPy,588
SystemVerilog,588
Hive,589
CA Workload Automation Tool(DSERIES Orchastration tool),589
Sqoop,589
Apache Pig,589
Teradata SQL,589
Avro,589
Apache Kafka,589
Solr,589
Cloudera Impala,589
Cassandra,589
Processing,590
MVC Architecture,590
Microsoft Visual Studio C++,591
Business Intelligence Tools,592
Web Intelligence,592
Dashboard,592
Business Objects Data Integrator,592
Analysis Services,592
DTS,592
BO Web Intelligence,592
Talend Open Studio,592
HIVE,592
Apache Kafka,592
Snow Flake Data Warehouse,592
Unity3D,593
Networking,593
GNS3,593
Wireshark,593
Data Analytics,593
Hive,594
Data Science,594
Image Compression,594
DBMS,594
Apache Pig,594
Azkaban,594
Go,594
Apache ZooKeeper,594
Apache Kafka,594
Apache Storm,594
Bayesian statistics,595
Scikit-Learn,595
Data Science,595
Natural Language Processing (NLP),595
Exploratory Data Analysis,595
Data Engineering,595
Business Statistics,595
Data Preparation,595
Multivariate Statistics,595
Calculus,595
Matplotlib,595
NumPy,595
Design for Assembly,595
CRM Integration,596
Big Data Analytics,597
Teradata Data Warehouse,597
Data Architecture,597
Apache Spark,598
Big Data Analytics,598
Software Design Patterns,598
Go,598
Mobile Application Development,598
API Development,598
Chef,598
Hive,598
Yarn,598
Cassandra,598
Alteryx,599
Data Science,599
Dashboard,599
Data Engineering,599
Off-shore Team Management,599
Cross-team Communication,599
Business Impact Analysis,599
Functional Design,599
Deep Learning,599
Azure Data Lake Storage,599
Airflow,599
Cassandra,599
Apache Spark,599
Gretl,600
Double Click for Publishers,600
Spark,601
Apache Pig,601
Presto,601
Predictive Modeling,601
Hive,601
Predictive Analytics,601
Text Mining,601
PhantomJS,601
CasperJS,601
Natural Language Processing,601
Web Scraping,601
Hive,602
System Integration Testing,602
Sqoop,602
Client Co-ordination,602
Security Testing,602
Burp Suite,602
Requirements Traceability,602
Big Data Analytics,602
Apache Spark,602
Apache Kafka,602
ElasticSearch,603
Hive,603
XSL,603
Apache Spark,603
Kibana,603
Sqoop,603
Apache Pig,603
Talend,603
IBM Tivoli Workload Scheduler (TWS),603
Data Science,604
Predictive Modeling,604
Cluster Analysis,604
Predictive Analytics,604
Convolutional Neural Networks (CNN),604
Hiking,605
Categorical Data Analysis,605
Statistical Programming,605
Statistical Inference,605
Statistical Consulting,605
ANOVA,605
T-tests,605
Regression Analysis,605
Logistic Regression,605
Linear Regression,605
Bayesian statistics,605
t test,605
Datastage,606
Hive,606
BTEQ,606
Teradata SQL,606
Talend Open Studio,606
Teradata Data Warehouse,606
Cybermation,606
Zena,606
Talend open studio for di,606
"Banking,Credit Card domain",607
Teradata,607
Ab Initio,607
MicroStrategy,607
Basel II,607
Apache Pig,607
Hive,607
Yarn,607
Apache Spark,607
Hive,608
Data Science,608
Deep Learning,608
Apache Spark,608
Algorithm Development,608
Weka,608
Dynamic Programming,608
Big Data Analytics,609
Data Warehousing and Data Mining,609
Teradata,610
Data Quality,610
PowerCenter,610
Physical Data Modeling,610
Data Warehouse Architecture,610
Dimensional Modeling,610
Snowflake,610
Netezza,610
Logical Data Modeling,610
Data Architects,610
OBIEE,610
Unix Shell Scripting,610
Perl Script,610
Apache Spark,611
Hive,611
Apache Kafka,611
Data Science,611
Data Processing,611
Natural Language Processing,612
Recommender Systems,612
Hive,612
prediction.io,612
SciPy,612
Web Scraping,612
NumPy,612
International Economics,612
Xilinx,613
RF Engineering,613
RF Test,613
RF Circuits,613
Express.js,613
Teradata,614
ETL Tools,614
Data Warehouse Architecture,614
Datastage,614
Toad,614
Hive,614
Windows Batch,615
SQL Azure,615
Big Data Analytics,615
Talend Open Studio,615
Cadence Virtuoso,615
scilab,615
Teradata,615
NumPy,615
SAS Base,615
Hive,616
caravel,616
New Business Development,617
Apache Spark,617
Agile Application Development,617
Big Data Analytics,617
Natural Language Processing,618
Big Data Analytics,618
Text Mining,618
Embedded Software Programming,619
Golang,619
BI Publisher,620
DAC,620
OLAP,620
Dashboard,620
Data Engineering,620
Dimensional Modeling,620
Hive,620
Data Science,621
Neo4J,621
Akka,621
Big Data Analytics,622
Business Statistics,622
Time Series Analysis,622
Logistic Regression,622
Linear Regression,622
Talend,622
SSAS,622
Data Engineering,622
Predictive Modeling,622
Data Science,622
Report Development,622
Cassandra,622
Hive,622
Data Security,622
Visual Analytics,622
Data Engineering,623
Hive,623
Apache Spark,623
NumPy,623
scikit-learn,623
Airflow,623
Spark ML,623
ElasticSearch,623
SciPy,623
OpenCV,623
Redis,623
ETL Tools,623
Data Science,623
Splunk,624
Markov models,624
Search Engines,624
Regression Analysis,624
Clustering,624
Decision Trees,624
Association Rules,624
Hidden Markov Models,624
WCF Services,624
Puppet,624
Chef,624
Weka,624
LDA,624
Bayesian statistics,624
SVM,624
Recommender Systems,624
Collaborative Filtering,624
Bayesian networks,624
Reinforcement Learning,624
C# 4.0,624
CSS3,624
Atlassian JIRA,624
Answer Set Programming,624
singular value decomposition,624
SVD,624
matrix factorization methods,624
Predictive Analytics,625
Hive,625
Scikit-Learn,625
Spark,625
SAS E-Miner,625
Bayesian networks,625
Deep Learning,625
Artificial Neural Networks,625
Credit Card Fraud,625
Fraud Analysis,625
Fraud Detection,625
Online Fraud,625
Teradata SQL,626
MSBI,626
SAS Certified Base Programmer,626
Informatica Administration,626
Cognos ReportNet,626
Database Management System (DBMS),626
SSAS 2008,626
Big Data Analytics,626
Apache Spark,626
Microsoft R,626
Teradata,626
Bayesian statistics,626
Support Vector Machine (SVM),626
Random Forest,626
Logistic Regression,626
AWS Solution Architect,626
AWS Big Data,626
Hive,627
Presto,627
Amazon EC2,627
ETL Tools,627
Pentaho,627
Oracle Application Express,627
Applications Software Development,627
OBIEE,628
Oracle BIEE,628
Amazon Redshift,628
Reinforcement Learning,629
Big Data Analytics,629
Machine L,629
SparkML,629
MLlib,629
Creo Parametric,630
Arena Simulation Software,630
Apache Spark,631
Apache Kafka,631
Cassandra,631
Hive,631
Deep Learning,631
Data Science,631
Natural Language Processing,631
Information Retrieval,631
Parallel Computing,631
GPU Programming,631
CUDA,631
Apache ZooKeeper,631
Yarn,631
English & Korean,632
System Operations,632
Facility Layout,632
Data Processing,632
Data Science,632
Data Engineering,632
Data Quality,632
Neo4j,632
Database Queries,632
MSC Adams,633
Game Theory,633
Chess,633
SAP PM Module,633
Data Science,633
Spark,634
Organization & prioritization skills,634
Cross-functional Problem Solving,635
Process Improvement,635
Analytic Problem Solving,635
Blueprint,635
Procedure Development,635
Forward Thinking,635
Eye for Details,635
Big-picture Thinking,635
Enjoy New Challenges,635
Tool Design,635
CNC Machine,635
Carbon Fiber,635
Sheet Metal Components,635
Individual Work,635
PLC Ladder Logic,635
Object Oriented Software,635
Presto,636
Spark,636
Production Pipeline,636
Apache Kafka,636
Aurora,636
Teradata,637
Teradata Data Warehouse,637
Apache Pig,637
Data Warehouse Architecture,637
Hive,637
Pig,637
Unix Shell Scripting,637
Bayesian statistics,638
Time Series Analysis,638
Apache Spark,638
Data Science,638
Spark,639
Multivariate Statistics,639
DS3,639
Time series forecasting,639
Data Science,639
Interdisciplinary Collaboration,640
Hive,641
Apache Spark,641
Natural Language Processing (NLP),641
Deep Learning,641
Neural Networks,641
Gitlab,641
Amazon EC2,641
Amazon Redshift,641
Dubstep,642
Dubbing,642
Step,642
Mexican,642
Handwriting Without Tears,642
Deep Learning,642
Neural Networks,642
Artificial Neural Networks,642
Computers,642
Sarcasm,642
,643
InfoPath,644
Assembly,644
Application Development,644
Data Science,645
Apache Pig,645
Apache Spark,645
C# 2.0/3.5,645
Automated Software Testing,645
Predictive Analytics,646
MicroStrategy,646
qlik,646
Snowflake,646
Adobe Analytics,646
Version One,646
Tealium,646
DoubleClick,646
Confluence,646
Box,646
Clickstream,646
Amazon SQS,646
CCM,646
Data Engineering,646
Power Exchange,647
Informatica Administration,647
Netezza,647
NDM,647
F5 BigIP,647
NetApp Filers,647
Autosys,647
Hive,647
snaplogic,647
Talend,647
Talend Open Studio,647
Informatica BDM,647
bde,647
Informatica BDE,647
Apache Spark,647
Apache Kafka,647
Amazon EC2,647
Amazon EMR 5.5,647
HDP,647
Data Science,647
Bayesian methods,647
Predictive Modeling,647
tej,647
Bitbucket,647
machine learning engineer,647
Machine Learning Engineer,647
,648
Apache Spark,649
Hive,649
Process Improvement,650
CPLEX,650
Validation Engineering,650
Process Validation,650
Operation validation,650
Pattern Recognition,651
Gephi,651
OpenCV,651
Data Science,652
Canadian Securities Course,652
Bitcoin,652
Spark,652
Hive,652
CFA level I candidate,652
ElasticSearch,653
Nginx,653
NLTK,653
Business Intelligence Tools,653
Logstash,653
Kibana,653
OLAP,653
NumPy,653
Scikit-Learn,653
Spark,653
Apache Spark,653
Big Data Analytics,653
Hive,653
Neo4j,653
Pentaho,654
Cocos2d,654
Mac OS,654
Mercurial,654
Kettle,654
Mandolin,654
Heroku,654
Hive,655
Apache Kafka,655
Avro,655
Apache Pig,655
Apache ZooKeeper,655
Cassandra,655
Sqoop,655
SQL Tuning,656
Query Optimization,656
Database Optimization,656
COBOLII,657
CICS,657
"Oracle(10g,11g)",657
Talend,657
SQL DB2,657
MySQL Cluster,657
Qlik Sense,657
Qlik,657
Random Forest,657
Linear Regression,657
NLP,658
Spark,658
Data Science,658
OpenCV,658
Web Scraping,658
Numpy,658
Scikit-Learn,658
Predictive Analytics,658
Boosted models,658
Bagged Models,658
psycopg2,658
eSOMS,658
Deep Learning,658
CUDA,658
Neural Networks,658
,659
Erwin,660
IDQ,660
Teradata,660
API Development,660
Data Engineering,660
API,660
Data Quality,660
Unix Shell Scripting,660
Apache Pig,661
Internet of Things,661
Computer Architecture,661
computer network security,661
Microsoft certified solution expert,661
RCS,661
Microsoft server Operating System windows 12,661
Microsoft,661
Networking,661
Unix Shell Scripting,662
Networking,662
Greenplum,662
Netezza,662
Calculus,662
Data Science,662
Apache Kafka,663
Hive,663
Natural Language Processing,664
Deep Learning,664
Scikit-Learn,664
Spark,664
Grid Computing,664
Hive,664
Pig,664
Tez,664
Shell,664
Pattern Recognition,664
,665
IBM Websphere Commerce,666
RTL Design,666
Cadence Virtuoso,666
TCL,666
System Verilog,666
Computer Architecture,666
Tuxedo,666
Legacy Modernization,666
Spring Security,666
Sonar,666
Pega,666
Model-View-Controller (MVC),666
Spark,667
Teradata,667
Teradata Aster,667
Netezza,667
Amazon Redshift,667
Apache Spark,668
NumPy,668
Vertica,668
Apache Pig,668
Process Improvement,668
Telerik,669
Kafka,669
Spark,669
Deep Learning,669
Natural Language Processing (NLP),669
Transfer Learning,669
Convolutional Neural Networks (CNN),669
BERT,669
R (statistical package),669
NoSQL (Redis),669
Hive / Presto,669
NLP (NLTK / Spacy),669
YOLO,669
Unsupervised Machine Learning,670
Movie Magic Scheduling,670
Movie Magic Budgeting,670
Parallels,670
RStudio,670
Solid Mechanics,671
Smart Materials,671
Ferroelectrics,671
Piezoelectric,671
Lingo,672
Health care Data Analyst,672
Mongo,672
Excel Dashboards,672
Toad Data Modeler,672
git version control,672
Unix Shell Scripting,673
Data Cleaning,673
SQL Tuning,673
Erwin,673
Data Cleansing,673
Job Scheduling,673
ODS,673
Apache Spark,673
Apache Kafka,673
Hive,673
Cloudera Impala,673
Apache ZooKeeper,673
Yarn,673
Natural Language Understanding,674
Information Retrieval,674
Mean Stack,674
Express.js,674
MarkLogic,674
Natural Language Processing (NLP),674
Data Science,674
Data Engineering,674
Numpy,674
Spark,674
Supervised Learning,675
Regression Models,675
Ensemble Methods,675
Classification,675
Unsupervised Learning,675
Principal Component Analysis,675
A/B Testing,675
Natural Language Processing,675
Reinforcement Learning,675
Deep Learning,675
Artificial Neural Networks,675
Statistical Inference,675
Support Vector Machine (SVM),675
,676
Cassandra,677
High Availability Clustering,677
IMS DB/DC,677
SQL Tuning,677
CICS,677
IBM Mainframe,677
VSAM,677
DB2 9.1,677
Relational Data Modeling,677
Environment Management,677
Omegamon,677
ER Win,677
ibm Data Studio 4.1,677
Apache Spark,677
Apache Kafka,677
Teradata,677
Database Modeling,678
Database Queries,678
Data Engineering,678
NumPy,678
Matplotlib,678
Airflow,678
Hive,678
Oracle RAC,679
Ownership,679
Oracle Enterprise Manager,679
Unix Shell Scripting,679
Java Architecture for XML Binding (JAXB),680
Data Science,680
Apache Spark,680
Hive,680
Cloudera Impala,680
Predictive Modeling,680
Web Scraping,680
Spark RDD's/SQL,680
Hadoop Streaming,680
SQOOP,680
Apache Kafka,680
Apache Storm,680
NLTK,680
Natural Language Processing (NLP),680
Cloudera Impala,681
Spark,681
Hive,681
kafka,681
Unix Shell Scripting,682
Apache Pig,682
Hive,682
Apache ZooKeeper,682
Yarn,682
Splunk,682
SAP HANA,682
GNU Octave,682
data analysis with Hive,682
CPU scheduling,682
HUE,682
Kubernetes,682
Orchestration,682
Risk,683
Data Analytics,683
Data Warehouse Architecture,683
Risk Analytics,683
Natural Language Processing (NLP),683
Spark,683
Data Engineering,683
Airflow,683
Data Lakes,683
Predictive Analytics,684
Predictive Modeling,684
Natural Language Processing,684
Text Mining,684
Spark,684
Multivariate Testing,684
Information Retrieval,684
Dimensional Modeling,685
Hive,685
Apache Pig,685
Apache Spark,685
Distributed Databases,685
Parallel Processing,685
Business Intelligence Tools,685
Vertica,685
Big Data Analytics,685
Massively Parallel Processing (MPP) Databases,685
Pentaho Data Integration (Kettle),685
Microstrategy,685
Data Warehouse Architecture,685
Spark,685
Networking,686
Apache Pig,686
Apache Hive,686
Predictive Analytics,686
NumPy,686
Matplotlib,686
Apache Spark,686
Amazon EC2,686
Presto,686
Integrated Circuit Design,687
IDQ,687
Microstrategy,687
Neo4j,687
Database Development,687
Analog,687
Engineering Analysis,688
Dynamics,688
Experienced Speaker,689
Argumentation,689
Policy,689
Human Capital,689
Data Science,689
NLP,689
Supervised Learning,690
Linear Regression,690
Vehicle Technology,690
Transportation Policy,690
Mechanical Product Design,690
Process Improvement,691
Situational Awareness,691
Process Efficiency,691
Computers,691
Gas Pipelines,691
Pipeline Construction,691
Pipeline Integrity,691
Hydraulic Calculations,691
Utility Industry,691
Energy Markets,691
Mass & Energy Balance,691
Carbon Emissions,691
Web Scraping,691
Scikit-Learn,691
Probability Theory,692
Apache Pig,692
Data Science,692
Intelligent Systems,692
Econometric Modeling,692
Ad Tech,692
Influencer Marketing,692
Data Products,692
Probability,692
Deep Learning,692
Pre-Sales Technical Consulting,693
Sales Engineering,693
Amazon Redshift,693
Vertica,693
IT Risk Management,693
Financial Regulation,693
Data Privacy,693
Aqua Data Studio,693
Encryption,693
Lingo,694
Safety Engineering,694
Arena Simulation Software,694
EFQM,694
Safety,694
ISO 9000:2008,694
CPLEX,694
Data Science,694
,695
ElasticSearch,696
Hive,696
Apache Pig,696
Cassandra,696
Kibana,696
Splunk,696
airflow,696
Amazon Redshift,696
Athena,696
Glue,696
Chef,696
DevOps,696
Continuous Integration and Continuous Delivery (CI/CD),696
LogStach,696
CheckMK,696
Bayesian statistics,697
Algorithm Design and Analysis,697
Apache Spark,697
Business Modeling,698
Business Operations,698
Big Data Analytics,699
SQL Server AlwaysOn,699
Microsoft SQL Server Performance Troubleshooting,699
Statistical Analysis,700
Scikit-Learn,700
Hive,700
Spark,700
JMP,700
Regression Analysis,700
PCA,700
Deep Learning,700
Apache Spark,700
Alteryx,700
Natural Language Processing,700
NLP,700
Neural Networks,700
Airflow,701
Cassandra,701
Redis,701
Kubernetes,701
Time Series Analysis,702
Predictive Analytics,702
Experimental Design,702
Multivariate Analysis,702
Statistical Computing,702
Predictive Modeling,702
Talend Open Studio,702
Algorithm design,703
API,703
Large Scale Systems,703
Amazon EC2,704
Amazon DynamoDB,704
Sqoop,704
Amazon Redshift,704
Amazon Datapipeline,704
SSAS,704
NLP,705
Object Detection,705
Deep Learning,705
Neural Networks,705
Apache Spark,705
Hive,705
Regression Analysis,705
Convolutional Neural Networks (CNN),705
OpenCV,705
Data Engineering,705
Pipeline Development,705
ETL Tools,705
Sqoop,706
Puppet,706
Hive,706
nltk,707
Big Data Analytics,708
Solr,708
Apache Spark,708
Panda,708
OBIEE,708
MVC,708
Hive,708
Chef,709
Replication,709
Analysis Services,709
SQL Azure,709
Apache Pig,709
Hive,709
Sqoop,709
Apache Spark,709
Cloudera Impala,709
KPI Dashboards,709
Snowflake,709
SSAS,709
Azure HDInsight,709
Spark,710
Vertica,710
Weka,710
Ad-hoc,711
Information Retrieval,711
Data Analytics,712
Hive,712
Data Engineering,712
Data Pipelines,712
Data Processing,712
Apache Kafka,713
ElasticSearch,713
Amazon EC2,713
Hive,713
Data Engineering,713
Teradata,714
MicroStrategy,714
Teradata SQL,714
Teradata Data Warehouse,714
Cassandra,714
CQL,714
Analysis Services,715
OLAP,715
Amazon Redshift,715
Pig,716
Data Conversion,717
Hive,718
CVS,718
Spark,718
Salesforce.com Administration,718
Analysis Services,719
Data Warehouse Architecture,719
SQL Tuning,719
Apache Pig,719
Apache Hive,719
ActiveBatch,719
Amazon Redshift,719
SSAS 2008,719
Social Network Analysis,720
Natural Language Processing,720
ETL Tools,721
Apache Spark,721
Apache Kafka,721
Hive,721
Data Engineering,721
Cassandra,721
Airflow,721
Apache Pig,721
Data Models,721
Data Science,721
Big Data Analytics,722
ElasticSearch,722
Deep Learning,722
Apache Kafka,722
Apache Spark,722
Spark,723
Hive,723
pgAdmin,723
Weka,723
Pig,723
Apache Kafka,723
Cassandra,723
Redis,723
Alteryx,724
Hive,724
Splunk,724
Data Models,724
Global Business Management,724
Cygwin,724
JPA Framework,724
Gradle,724
CSS Programming,724
Atlassian Products,724
Crucible,724
SOC 1 Reporting,724
Performance Dashboards,724
Cassandra,725
Apache Spark,725
Vertica,725
OmniGraffle,725
Octave,725
Apache Pig,725
Hive,725
Sqoop,725
Cloudera Impala,725
Evolutionary Algorithms,726
GNU Octave,726
PostScript,726
Haskell,726
Apache Spark,726
Airflow,726
Go (Programming Language),726
Hive,726
Apache Spark,727
Airflow,727
Spark,727
Concurrent Programming,728
spark,729
Sqoop,729
Apache Kafka,729
Horton,729
yarn,729
Data Analytics,730
SAP BI ABAP,730
Data Reporting,730
C++ Language,730
Cassandra,730
Data Science,730
